sample_name,description
Shun,"acoustic,drum,hit, Kick, One shot"
SixFeetUnder,"acoustic,drum,hit, Kick, One shot"
Skeleton,"acoustic,dry,drum,hit, Kick, One shot"
Skin,"acoustic,drum,hit,skin, Kick, One shot"
Skinned,"acoustic,drum,hit, Kick, One shot"
Slaying,"dark,electronic,hit, Kick, One shot"
Slit,"electronic,hit, Kick, One shot"
Sociopath,"acoustic,drum,hit, Kick, One shot"
Sorrow,"electronic,dry,hit, Kick, One shot"
Spiritless,"acoustic,drum,hit, Kick, One shot"
Stabbing,"acoustic,drum,hit, Kick, One shot"
Starve,"electronic,hit, Kick, One shot"
Stomp,"acoustic,drum,hit, Kick, One shot"
Sword,"acoustic,drum,hit, Kick, One shot"
Terrorism,"acoustic,drum,hit, Kick, One shot"
Tomb,"electronic,dry,hit, Kick, One shot"
Torment,"electronic,hit, Kick, One shot"
Torture,"acoustic,dark,drum,hit, Kick, One shot"
Trauma,"electronic,dry,hit, Kick, One shot"
Trigger,"acoustic,dry,drum,hit, Kick, One shot"
UnlawfulAct,"acoustic,dark,drum,hit, Kick, One shot"
Vacant,"electronic,dry,hit, Kick, One shot"
Vault,"electronic,dry,hit, Kick, One shot"
Violation,"dark,electronic,dry,hit, Kick, One shot"
Void,"acoustic,dry,drum,hit, Kick, One shot"
Wasted,"electronic,hit, Kick, One shot"
WhatchYourMouth,"acoustic,drum,hit, Kick, One shot"
Worry,"electronic,dry,hit, Kick, One shot"
Wound,"acoustic,drum,hit, Kick, One shot"
Wretchedness,"acoustic,drum,hit, Kick, One shot"
WrongDoing,"dark,electronic,hit, Kick, One shot"
Consumption-24b,"dark,electronic,dry,hit, Kick, One shot"
Consumption,"dark,electronic,dry,hit, Kick, One shot"
Corrosion-24b,"electronic,dry,hit, Kick, One shot"
Corrosion,"dark,electronic,dry,hit, Kick, One shot"
Crumble,"dark,electronic,dry,hit, Kick, One shot"
Decay,"dark,electronic,dry,hit, Kick, One shot"
Decomposition,"dark,electronic,dry,hit, Kick, One shot"
Degeneracy,"dark,electronic,dry,hit, Kick, One shot"
Depreciation,"dark,electronic,dry,hit, Kick, One shot"
Donfall,"dark,electronic,dry,hit, Kick, One shot"
Dying,"dark,electronic,dry,hit, Kick, One shot"
Extinction-24b,"electronic,dry,hit, Kick, One shot"
Extinction-24b_1,"electronic,dry,hit, Kick, One shot"
Extinction,"dark,electronic,dry,hit, Kick, One shot"
Fade-24b,"dark,electronic,dry,hit, Kick, One shot"
Fade,"dark,electronic,dry,hit, Kick, One shot"
Mold,"dark,electronic,dry,hit, Kick, One shot"
Perish,"dark,electronic,dry,hit, Kick, One shot"
Putridity,"dark,electronic,dry,hit, Kick, One shot"
Rot,"dark,electronic,dry,hit, Kick, One shot"
Ruin-24b,"dark,electronic,dry,hit, Kick, One shot"
Ruin-24b_1,"dark,electronic,dry,hit, Kick, One shot"
Ruin,"dark,electronic,dry,hit, Kick, One shot"
Rust,"dark,electronic,dry,hit, Kick, One shot"
Senescence,"dark,electronic,dry,hit, Kick, One shot"
Waste,"dark,electronic,dry,hit, Kick, One shot"
Withering,"dark,electronic,dry,hit, Kick, One shot"
6FeetDeep,"clean,electronic,dry,open, Hi-hat, One shot"
BeenOn,"acoustic,bright,dry,closed,open, Hi-hat, One shot"
Beheaded,"bright,clean,dry,open, Cymbals, One shot"
BiteForce,"bright,electronic,dry,open, Hi-hat, One shot"
BrokenBones,"acoustic,bright,broken,dry,saturated,closed,open, Hi-hat, One shot"
BurningCross,"bright,clean,electronic,dry,open, Hi-hat, One shot"
CreatureOfTheVoid,"bright,clean,electronic,dry,open, Hi-hat, One shot"
CrossTheLine,"bright,clean,electronic,dry,open, Hi-hat, One shot"
CryingOut,"acoustic,bright,dry,open, Hi-hat, One shot"
CutUp,"acoustic,bright,clean,dry,closed,open,up, Hi-hat, One shot"
DamnedSoul,"acoustic,bright,soul,dry,saturated,closed,open, Hi-hat, One shot"
Danger,"acoustic,bright,dry,open, China, One shot"
Dead,"bright,clean,electronic,dry,open, Hi-hat, One shot"
DeadDog,"bright,clean,electronic,dry,open, Hi-hat, One shot"
Decay,"acoustic,bright,closed,open, Hi-hat, One shot"
Distorted,"bright,distorted,electronic,dry,saturated,open, Hi-hat, One shot"
DisturbedMind,"acoustic,bright,distorted,saturated,closed,open, Hi-hat, One shot"
DontWantToHearNoTalking,"acoustic,bright,saturated,closed,open, Hi-hat, One shot"
Fire,"acoustic,clean,open, Hi-hat, One shot"
Garbage,"acoustic,bright,dry,closed,open, Hi-hat, One shot"
GoatHorns,"bright,clean,electronic,open, Hi-hat, One shot"
GoodBye,"bright,electronic,dry,open, Hi-hat, One shot"
HellScream,"clean,dry,open, , One shot"
HesMissingHisHead,"acoustic,bright,dry,closed,open, Hi-hat, One shot"
IDontWantHelp,"dry,open,destructed, FX, One shot"
Infected,"acoustic,bright,clean,closed,open, Hi-hat, One shot"
LifeSetence,"clean,dry,open, Crash, One shot"
Medicine,"bright,electronic,dry,open, Hi-hat, One shot"
Molding,"acoustic,bright,dry,closed,open, Hi-hat, One shot"
NeverAskedToBeAlive,"acoustic,bright,dry,saturated,closed,open, Hi-hat, One shot"
NoCase,"acoustic,bright,clean,dry,closed,open, Hi-hat, One shot"
NoFace,"acoustic,bright,dry,closed,open, Hi-hat, One shot"
NoName,"acoustic,bright,clean,dry,closed,open, Hi-hat, One shot"
NoOneCanHearYou,"acoustic,bright,dry,closed,open, Hi-hat, One shot"
NumbInside.1,"acoustic,bright,dry,closed,open, Hi-hat, One shot"
NumbInside.2,"acoustic,bright,closed,open, Hi-hat, One shot"
Remains,"acoustic,bright,dry,saturated,closed,open, Hi-hat, One shot"
Rust,"bright,clean,electronic,open,percussive, Percussion, One shot"
Sacrifice,"bright,electronic,dry,open, Hi-hat, One shot"
SecurityIsALie,"bright,electronic,dry,saturated,open, Hi-hat, One shot"
Shh,"bright,clean,electronic,dry,open, Hi-hat, One shot"
SitPretty,"bright,clean,electronic,dry,open, Hi-hat, One shot"
Skeleton,"acoustic,bright,closed,open, Hi-hat, One shot"
SoulSnatch,"acoustic,bright,soul,closed,open, Hi-hat, One shot"
Suicide,"bright,clean,electronic,dry,open, Hi-hat, One shot"
TheFactOfTheMatter,"bright,clean,electronic,dry,open, Hi-hat, One shot"
TheyCanHearUs,"clean,electronic,dry,open, Hi-hat, One shot"
WhatchYourStep,"bright,clean,electronic,dry,open, Hi-hat, One shot"
Wounded,"acoustic,bright,dry,closed,open, Hi-hat, One shot"
YouKnowItsTrue,"clean,electronic,dry,open, Hi-hat, One shot"
2Tap,"electronic,hit, Clap, One shot"
3Guys1Hammer,"dry, Drums, One shot"
AimBetweenTheEyes,"clean,effects, Chopped, One shot"
AllBiteNoBark,"clean,wet,impact,hit, Impact, One shot"
AllINeedIsARachet,"cinematic,clean,percussive, Foley, One shot"
AllItTakes,"acoustic,metallic,percussive,struck,bells, Percussion, One shot"
AmbientDeath,"ambient,electronic,up, Sweep, One shot"
AmbientSuicide,"ambient,electronic,dry,sustain, Pad, One shot"
AngleGrindBones,"bright,destructed, Glitch, One shot"
APennyForYourTroubles,"bright,cinematic,percussive, Foley, One shot"
AutopsyReport,"clean,wet,electric,plucked, Electric Guitar, One shot"
AztecDeathWhistle,"acoustic,clean,wet,single reed,woodwind, Clarinet, One shot"
BarbedWire,"clean, FX, One shot"
BeatenToDeath,"acoustic,dark,rhythm,drum,hit, Kick, One shot"
BlackEyes,"dark,electronic,dry,up, Sweep, Loop"
Bladed (2),"acoustic, China, Loop"
Bladed,"acoustic,saturated,percussive,struck, Percussion, One shot"
BladeToYourNeck,"bright,impact,hit, Impact, One shot"
BloodBath,"clean,electronic,wet,down, Sweep, One shot"
BloodyClothesInTheWasher,"electronic,hit, Clap, One shot"
BluntForceTrauma,"electronic,wet,sustain, Pad, One shot"
BodyInABarrel,"acoustic,monophonic,woodwind, Flute, One shot"
BodyPartsInTheTrashBag,"cinematic,clean,dry,percussive, Foley, One shot"
BoneCrush,"bright,dry,destructed, Glitch, One shot"
BoneHit,"dry,hit, Rim, One shot"
BoneMarrow-24b merged,"clean,electronic,dry,hit, Rim, Loop"
BoneMarrow-24b,"clean,electronic,dry,hit, Rim, Loop"
BoneMarrow-24b,"acoustic,bright,clean,dry,hit,percussive,rattle, Guiro, One shot"
BoneMarrow,"acoustic,bright,clean,dry,hit,percussive,rattle, Guiro, One shot"
BoneNecklace,"clean,dry,destructed, Scratch, One shot"
BoundInChain,"acoustic,bright,dry,closed, Hi-hat, One shot"
BreakInAndEntery,"wet, FX, One shot"
BreakingIn,"cinematic,saturated,percussive, Foley, One shot"
Breath,"clean,electronic,wet,up, Sweep, One shot"
BrokenArm,"broken,impact, Explosion, One shot"
BrokenBottlesOnHisFace,"bright,broken,cinematic,dry,percussive, Foley, One shot"
BrokenFinger,"broken,clean,electronic,dry,hit, Rim, One shot"
BrokenLeg,"acoustic,broken,dry,hit,percussive, Sticks, One shot"
BrokenNose,"broken,cinematic,percussive, Foley, One shot"
BrokenRibs,"broken, FX, One shot"
BrokenWindow,"broken,saturated,noise, FX, One shot"
Brutal,"bright,cinematic,dry,percussive, Foley, One shot"
CagedAnimal,"wet, FX, One shot"
ChainClankin,"acoustic,metallic,percussive,struck,bells, Percussion, One shot"
ChainedInTheBasement,"acoustic,clean,wet, Piano, One shot"
ChatteringTeethShatterBeneath,"bright,cinematic,dry,saturated,percussive, Foley, One shot"
ChurchService,"acoustic,clean,metallic,percussive,struck,bells, Percussion, One shot"
ChurningGut,"acoustic,single reed,woodwind, Clarinet, Loop"
ClimbingOutTheGrave,"dry,noise, Ambience, One shot"
ClosedCase,"bright,electronic,dry,closed, Hi-hat, One shot"
Conjuring,"saturated,noise, Machine, One shot"
Consumed,"dark,electronic,up, Sweep, Loop"
ConsumedInDarkness,"wet,impact, Explosion, One shot"
ConsumingMyMind,"noise, Machine, One shot"
ConsumingTheVictim,"electronic,dry,up, Sweep, One shot"
Creep,"wet,saturated,impact,hit, Impact, One shot"
CrimeScene,"clean,electronic,sustain, Pad, One shot"
CutTendon,"bright,dry,rattle, Percussion, One shot"
DaddysRevolver,"bright,cinematic,percussive, Foley, One shot"
Danger,"wet,impact,hit, Impact, One shot"
Dark,"dark,electronic,wet,noise,low,sustain, Drone, One shot"
Dead,"acoustic,wet,brass,low, Tuba, One shot"
DeadByNightFall,"cinematic,clean,dry,fall, Animals, One shot"
DeadInside,"impact,hit, Impact, One shot"
DeadManWalking,"electronic,wet,sustain, Pad, One shot"
DeadWhereYouStand,"clean,impact, Explosion, One shot"
Death,"dry,noise, FX, One shot"
DeathDrum,"acoustic,dry,drum,hit, Kick, One shot"
DeathDrum2,"electronic,drum, Drums, One shot"
DeathHit,"acoustic,dry,saturated,drum,hit, Tom, One shot"
DeathScream,"destructed, Glitch, One shot"
DeathsGrowl,"dry,saturated,destructed, Glitch, One shot"
DeathWhistle,"cinematic,clean,dry, Animals, One shot"
DerailedTrainOfTheDead,"cinematic,dry, Animals, One shot"
DevilsBreath,"cinematic,wet, Animals, One shot"
DevilsGaze,"wet, FX, Loop"
DidIScareYou,"acoustic,clean,dry,mixed, String Ensemble, One shot"
DidYouTakeYourAntiAnxietyMedsToday,"electronic,up, Sweep, One shot"
DinnerIsReady,"acoustic, Piano, One shot"
DisfigureAndDismember,"clean,dry,electric,plucked, Electric Guitar, One shot"
Dishevelled,"cinematic,clean,wet,percussive, Foley, One shot"
DissapearIntoTheShadows,"electronic,wet,hit, Rim, One shot"
Distorted (2),"acoustic,distorted,saturated, Full-Kit, One shot"
Distorted,"bright,distorted,saturated,noise, Machine, Loop"
DistortedFace,"distorted,saturated,destructed, Glitch, One shot"
DistortedReality,"distorted,electronic,saturated,percussive, Percussion, One shot"
DistortedScream,"distorted,electronic,wet,saturated, Synth, One shot"
DistortedThoughts,"cinematic,distorted,wet,saturated,percussive, Foley, One shot"
DisturbedMind,"distorted,destructed, Glitch, One shot"
DisturbedThought,"acoustic,distorted,monophonic,contrabass,fingered,low, Upright Bass, One shot"
DNR,"impact,hit, Impact, One shot"
DogFight,"cinematic, Animals, One shot"
DontCornerAnAnimal,"acoustic, Didgeridoo, One shot"
DontLookInMyDirection,"wet,effects, Chopped, One shot"
DontRun,"cinematic,percussive, Foley, Loop"
Dragged,"bright,noise, Machine, One shot"
DraggingTheBody,"clean,electronic,percussive, Percussion, Loop"
DragMyBody,"cinematic,percussive, Foley, Loop"
DrippingBlood,"bright,dry,destructed, FX, Loop"
DroneOfDeath,"electronic,dry,sustain, Pad, One shot"
DroppedTheBones,"FX, One shot"
DroppingTheKnife,"acoustic,bright,clean,dry,percussive,rattle, Shaker, One shot"
DrowndingHeart,"dark, Kick, One shot"
Dumpster,"acoustic,dry,plucked, Bass Guitar, One shot"
Eaten,"electronic,up, Sweep, One shot"
Electricuted,"clean,dry,noise, Machine, One shot"
EmptyEyes,"dry,impact,hit, Impact, One shot"
EMT,"bright,cinematic,dry,percussive, Foley, One shot"
EnsuredDeath,"FX, One shot"
EnteredHell,"wet,saturated,impact,hit, Impact, One shot"
EternalDoom,"acoustic,dark,saturated,drum, Timpani, One shot"
EverythingSlowedDown,"bright,dry,down, FX, One shot"
EyesGlowInTheDark,"dark,shiney,speech, Shout, One shot"
EyesOutOfTheSocket,"acoustic,bright,dry,percussive,struck,bells, Percussion, Loop"
FearMe,"wet,noise, Texture, One shot"
FinalBlow,"wet,impact,hit, Impact, One shot"
FinalHeartBeat,"acoustic,rhythm, Piano, One shot"
FinalHour,"dry,speech, Shout, One shot"
FinalSecond,"wet,noise, Machine, One shot"
ForbiddenFilm,"cinematic, Animals, One shot"
ForcedEntery,"dry, Percussion, One shot"
FoundFootage,"dry,percussive, , One shot"
GatesOfHell,"clean,electronic, Lead, One shot"
GhostOfTheNight,"dry,noise, Machine, One shot"
Ghxst,"dry,noise, Texture, One shot"
GodWontSaveYou,"electronic,noise,low,sustain, Drone, One shot"
GrandfathersClock,"acoustic,dry,hit,percussive,rattle, Guiro, One shot"
GrandmasMustang,"impact, Explosion, One shot"
Graveyard,"clean,dry,noise, Ambience, One shot"
GunnedDown,"impact,down, Explosion, One shot"
GutAndCarve,"cinematic,percussive, Foley, Loop"
GuttedRemains,"clean,electronic,sustain, Synth, One shot"
HangUpOn911,"dry,destructed,up, Scratch, One shot"
HarmAll,"noise, Texture, Loop"
HauntedMansion,"electronic,wet,sustain, Pad, One shot"
HauntingMemories,"cinematic,clean, Animals, One shot"
HeadShot,"wet,saturated,impact,hit, Impact, One shot"
HeadsOrTails,"bright,impact,hit, Impact, One shot"
Heaven,"clean,electronic,dry,sustain, Pad, Loop"
HellHound,"cinematic,clean,wet, Animals, One shot"
HellishScream,"clean,down,up, Siren, One shot"
HellsGrunge,"electric,plucked, Electric Guitar, One shot"
HeSawYou,"cinematic, Animals, One shot"
HiddenInTheDark,"clean,dark,wet,electric,plucked, Electric Guitar, One shot"
HollowHeart,"noise, Ambience, One shot"
HonorNone,"cinematic,clean,wet, Animals, One shot"
Horror,"horror,wet,noise, Texture, One shot"
HorrorButLonger,"bright,electronic,horror,saturated,up, Sweep, One shot"
Hound,"clean,wet,noise, Machine, One shot"
Hush,"clean,dry,percussive, Beatbox, One shot"
IAccidentallyRanOverAKidOnABikeThisIsNotAJokePleaseHelpMe,"bright,cinematic,percussive, Foley, One shot"
IHadAKey,"clean,impact, Explosion, One shot"
IJustHitAnotherKidOnABikeIDontKnowWhatToDoAnymore,"acoustic,bright,hit,percussive,struck,bells, Bell, One shot"
IllTakeYouAwayFromHere,"cinematic,dry,saturated,percussive, Foley, One shot"
ImGoingInsane,"clean,wet,effects, Chopped, One shot"
ImNotScared,"clean,dry,noise, Ambience, One shot"
Impalment,"cinematic,clean,percussive, Foley, One shot"
InABlinkOfANEye,"clean,wet,electric, Organ, One shot"
InsideTheMindOfTheDisturbed,"clean,distorted,dry,down,up, Siren, One shot"
Interference,"electronic,dry,hit, Snare, One shot"
InTheShadows,"acoustic,clean, Piano, One shot"
Intruder,"electronic,percussive, Percussion, One shot"
ISeeYou,"cinematic, Animals, One shot"
IThoughtAboutKillingYou,"wet,saturated,percussive, , One shot"
ItllOnlyHurtForASecond,"electronic,up, Sweep, Loop"
ItsAlreadyTooLate,"impact,hit, Impact, One shot"
ItsOverYouKnowYOuLost,"impact,hit, Impact, One shot"
ItWasFate,"acoustic,dry,drum,hand drum,percussive,skin, Conga, One shot"
JungleWarLord,"electronic,jungle, Drums, One shot"
KnockKnock,"hit, Rim, One shot"
LaidToRest,"wet,impact,hit, Impact, One shot"
LastBreath (2),"clean, Crash, One shot"
LastThoughtPurePanic,"cinematic,clean,wet, Animals, One shot"
LeadPipe,"lead,dry,impact,hit, Impact, One shot"
LifeIsCheap,"clean,dry,noise, Texture, Loop"
LifeIsTemperary,"cinematic,saturated,percussive, Foley, One shot"
LifeIsTimed,"acoustic,dry,hit,percussive,rattle, Guiro, One shot"
LightsOut,"electronic,percussive, Percussion, One shot"
LockedAway,"bright,clean,noise, FX, One shot"
LockedIn,"acoustic,clean,wet,double reed,woodwind, Oboe, Loop"
LockedInTheCellar,"wet,noise, Machine, One shot"
LockedUp,"bright,cinematic,dry,percussive,up, Foley, One shot"
LockPicking,"clean,dry,percussive, , Loop"
LongAwaited,"electronic,long,up, Sweep, One shot"
LoweredIntoChemicals,"noise, FX, One shot"
LurkingBehind,"clean,electronic,wet,percussive, Percussion, One shot"
MemoriesFading,"bright,clean,electronic,wet,up, Sweep, Loop"
Memory,"cinematic,percussive, Foley, One shot"
Metal,"impact,hit, Impact, One shot"
MetalDoom,", One shot"
MineNow,"wet,impact, Explosion, One shot"
MKUltra,"wet,noise, Ambience, One shot"
MoMurda,"impact,hit, Impact, One shot"
MyThoughts,"noise, Machine, One shot"
NailGun,"acoustic,dry,drum,hit, Snare, One shot"
NailInMyHands,"electronic,dry,hit, Kick, One shot"
NeverWakeUp,"dark,impact,hit,up, Impact, One shot"
NoFeelings,"dark,dry,impact,hit, Impact, One shot"
NoHeart,"bright,dry,noise, Machine, One shot"
NoLongerSane,"acoustic,wet,drum,hand drum,percussive,skin, Conga, One shot"
NoPulse,"clean,electric,plucked, Electric Guitar, One shot"
NoRestForTheDead,"down,up, Siren, One shot"
NoSleepTonight,"clean,noise, Texture, One shot"
NoTalking,"cinematic,dry, Animals, One shot"
OlWestern,"clean,wet,impact, FX, One shot"
OnTheRun,"electronic,wet,sustain, Synth, One shot"
PeakInside,"cinematic,percussive, Foley, One shot"
PoisonedBlowDart,"acoustic,bright,dry,hit, Rim, One shot"
PriceOnYourHead,"electronic,dry,hit, Rim, One shot"
Psychopathic,"acoustic,clean,wet,brass, Horn, One shot"
PsychWard,"dry, Hi-hat, One shot"
PTSD,"clean,electronic,dry,up, Sweep, Loop"
PullOutMyKatana,"acoustic,bright,clean,dry,metallic,percussive,struck,bells, Chimes, One shot"
PullOutYourEye,"noise, Ambience, One shot"
PuncturedLung,"percussive, Beatbox, One shot"
PutTheMoneyInTheBg,"bright,electronic,dry,saturated,percussive, Percussion, One shot"
RazorAgainstTheSkin,"clean,electronic,dry,skin,up, Sweep, Loop"
RazorScars,"clean,speech, Shout, One shot"
ReleasedFromHell,"impact,hit, Impact, One shot"
Revenge,"acoustic,drum, Timpani, One shot"
Ricochet,"acoustic,wet, Didgeridoo, One shot"
RiseOfTheDead,"clean,transition,destructed, Glitch, One shot"
RustedDecay,"cinematic,saturated,percussive, Foley, One shot"
SantanicGoat,"electronic,punchy,saturated, Stab, One shot"
ScrapeOfADullBlade,"cinematic,dry,percussive, Foley, One shot"
ScrapingTheBrainsOut,"bright,clean,dry, Percussion, One shot"
Scream,"electronic,wet,sustain, Pad, One shot"
Screech,"bright,electronic,saturated,up, Sweep, One shot"
ScrewdriverInTheHeart,"clean,dry,hit, Percussion, One shot"
ScrewdriverInTheHeart2,"clean,electronic,dry,hit, Rim, One shot"
SensedDanger1,"dark,electronic,wet,noise,low,sustain, Drone, One shot"
SensedDanger2,"electronic,wet,down, Sweep, One shot"
Seppuku,"bright,dry,destructed, Scratch, One shot"
ServingFlesh,"acoustic,wet,percussive,struck,bells, Glockenspiel, One shot"
SeveredRemnants,"acoustic,bright,clean,metallic,percussive,struck,bells, Triangle, One shot"
ShotgunToTheChest,"cinematic,percussive, Foley, One shot"
ShowNoMercy,"electronic, Tom, One shot"
SkeletonsHaveSexToo,"electronic,dry,saturated,percussive, Percussion, One shot"
SkinAndGut,"wet,saturated,impact,hit,skin, Impact, One shot"
SkinnedFace,"saturated,impact,hit, Impact, One shot"
SkullDrum,"acoustic,bright,dry,drum,hit,percussive,rattle, Guiro, One shot"
SlicedInHalf,"clean,electronic,up, Sweep, One shot"
SliceNDice,"bright,cinematic,dry,percussive, Foley, One shot"
SlitThroat,"electronic,dry,percussive, Percussion, One shot"
SlitWrists,"bright,cinematic,clean,dry,percussive, Foley, One shot"
SmutheredMouth,"electric, Organ, One shot"
SnatchedOffTheStreet,"wet,impact, Explosion, One shot"
SoullessEntity,"FX, One shot"
SoulSnatch,"soul,wet,impact, Explosion, One shot"
SoundsOfHell,"clean,electronic,dry,hit, Rim, One shot"
Stabbed,"bright,saturated,noise, Machine, Loop"
StaticVoid,"bright,saturated,noise, Machine, One shot"
StepInside,"clean,wet,impact, Explosion, One shot"
StompTheBody,"acoustic,dry,drum,hand drum,percussive,skin, Bongo, One shot"
Strangle,"acoustic,dry,hit,percussive,rattle, Guiro, One shot"
StrayHellHound,"clean,electronic,punchy,wet, Stab, Loop"
SuicideSeemsLikeTheBestOption,"electronic,up, Sweep, One shot"
Suspense,"impact,hit, Impact, One shot"
TakeADeepBreathForMe,"electronic,up, Sweep, Loop"
TakeAnArmOff,"bright,cinematic,dry,percussive, Foley, One shot"
Taken,"clean,electronic,up, Sweep, One shot"
TeethKnockedOut,"bright,cinematic,dry,percussive, Foley, One shot"
TerrorWornOnHerFace,"clean,electronic,sustain, Synth, One shot"
TheEyesAreWatching,"wet,electric, Organ, One shot"
TheLastThingIRemember,"acoustic,wet,metallic,percussive,struck,bells, Percussion, One shot"
TheLeavesBeneatMyStep,"electronic,dry,hit, Clap, One shot"
TheLifeFadesTheBloodRuns,"clean,electronic,hit, Clap, One shot"
TheresNoSavingYou,"electronic,wet,sustain, Pad, One shot"
TheVoiceInMyHead,"clean,electronic,wet,noise,low,sustain, Drone, Loop"
TheyllCatchYou,"bright,clean,dry,speech, Shout, One shot"
ThisIsARobbery,"clean,percussive, , One shot"
Thrashing,"impact,hit, Impact, One shot"
ThreatAlert,"bright,cinematic,dry,percussive, Foley, One shot"
ThrowAwayTheBody,"clean,dry, Percussion, One shot"
ThrowingAwayTheEvidence,", One shot"
ThrownIntoTheVoid,"electronic,wet,hit, Rim, One shot"
TooLateNow,"clean,electronic,dry,hit, Clap, One shot"
Toxic,"clean,speech, Spoken, One shot"
TrackingYourLocation,"acoustic,percussive,struck,bells, Xylophone, One shot"
Trash,"acoustic,dry, Splash, One shot"
TrashCan,"bright,dry,percussive, Beatbox, One shot"
TrashcanCasualty,"clean, FX, One shot"
Trashed,"clean,dry,percussive, , One shot"
TrashedRemains,"electric, Electric Piano, One shot"
Unlocked,"clean,electronic,dry,percussive, Percussion, One shot"
UnlockedDoor2,"acoustic,bright,dry,hit,percussive,rattle, Guiro, One shot"
UnlockedDoors,"acoustic,bright,dry,hit,percussive,rattle, Guiro, One shot"
Untracable,"wet,impact,hit, Impact, One shot"
Voices,"impact, Explosion, One shot"
WhenTheClockStrikes12,"clean,electronic,hit, Rim, One shot"
WhenYouLookInMyEyes,"noise, Machine, One shot"
WhiteEyes,"clean,electric, Organ, One shot"
WhiteNoise,"clean,wet,noise,impact, Explosion, One shot"
WhiteVan,"impact, Explosion, One shot"
WinchesterRifle,"impact, Explosion, One shot"
YoureNext,"destructed, Glitch, Loop"
YourTimeIsExpired,"acoustic,wet,saturated,metallic,percussive,struck,bells, Percussion, One shot"
BluntObject,"acoustic,drum,hit, Kick, One shot"
BlurredVision,"wet,saturated,impact,hit, Impact, One shot"
BowBeforeHim,"acoustic,drum,hit,bow, Kick, One shot"
BurialRitual4,"acoustic,saturated,drum, Timpani, One shot"
CantGetAway,"wet,saturated,impact, Explosion, One shot"
DangerIsLurking,"acoustic,drum, Tom, One shot"
EternalDoom,"acoustic,wet,saturated,drum,hit, Kick, One shot"
FateHasBeenChosen,"electronic, Tom, One shot"
FearInHisEyes,"electronic, Tom, One shot"
GutFeelingWasRight,"electronic,saturated, Tom, One shot"
HungFromATree,"wet,saturated,impact,hit, Impact, One shot"
InnerDemonsWillEatYouAlive,"wet,saturated,impact, Explosion, One shot"
InnocentUntilProvenGuilty,"saturated, Drums, One shot"
InnocentVictom,"dark,electronic, Tom, One shot"
InternalBleeding,"wet,saturated,impact,hit, Impact, One shot"
Psychopath,"electronic,monophonic,low, Synth Bass, One shot"
RingingInTheEar,"wet,saturated,impact,hit, Impact, One shot"
Ritualistic,"acoustic,saturated,drum, Tom, One shot"
Sociopath,"electronic, Tom, One shot"
TetheredByTheNeck,"Kick, One shot"
TheNooseTightens,"acoustic,dry,drum,hit, Kick, One shot"
ThisWasntMyChoice,"saturated,impact, Explosion, One shot"
Torture,"acoustic,wet,drum,hit, Kick, One shot"
WaitingForYou,"electronic,wet, Tom, One shot"
WorshipTheOneAndOnly,"acoustic,dark,drum, Tom, One shot"
WrongPlaceWrongTime,"wet,saturated,drum, Tom, One shot"
YoullLearnItWasAMistake,"acoustic,saturated,drum,hit, Kick, One shot"
YouShouldntHaveDoneThat,"acoustic,drum,hit, Kick, One shot"
AlwaysAndForever,"bright,clean,electronic,percussive, Percussion, Loop"
Conjo,"clean,dry, Percussion, Loop"
CountingTheDays,"acoustic,dry,drum,hand drum,percussive,skin, Djembe, Loop"
IDontCare,"acoustic,clean, Tops, Loop"
Prepared,"acoustic,dry,drum,hand drum,percussive,skin, Bongo, Loop"
Reverb,"acoustic,clean,reverb,wet,drum,hand drum,percussive,skin, Conga, Loop"
TribalWarFare,"clean,wet, Percussion, Loop"
VillageLeft,"acoustic,clean,drum,hand drum,percussive,skin, Djembe, Loop"
VillageRight,"acoustic,clean,drum,hand drum,percussive,skin, Djembe, Loop"
DeathChime,"bright,clean,wet,noise, Ambience, Loop"
Fingers,"bright,clean, Percussion, Loop"
JingleLeft,"acoustic,bright,clean,dry,metallic,percussive,struck,bells, Chimes, Loop"
JingleRight,"acoustic,bright,clean,metallic,percussive,struck,bells, Chimes, Loop"
JingleTogether,"acoustic,bright,clean,dry,metallic,percussive,struck,bells, Chimes, One shot"
KiloLeft,"acoustic,bright,clean,metallic,percussive,struck,bells, Percussion, Loop"
KiloRight,"acoustic,bright,saturated,metallic,percussive,struck,bells, Percussion, Loop"
Shiny,"acoustic,bright,clean,percussive,struck,bells, Bell, Loop"
Worthy,"acoustic,bright,saturated,metallic,percussive,struck,bells, Triangle, Loop"
Drugged,"clean,electronic,percussive, Percussion, Loop"
DonThinkTooHardJustDoIt,"acoustic,bright,clean,dry,percussive,rattle, Tambourine, Loop"
GlowingEyes,"acoustic,bright,clean,shiney,percussive,rattle, Tambourine, Loop"
Isolated,"acoustic,bright,clean,dry,percussive,rattle, Shaker, Loop"
IsolatedLand,"bright,clean,electronic,dry, Hi-hat, Loop"
LiveFromTheGrave,"acoustic,bright,clean,dry,percussive,rattle, Tambourine, Loop"
RattledBones,"bright,cinematic,clean,percussive, Foley, One shot"
SaltAndPepper,"acoustic,dry,metallic,percussive,struck,bells, Percussion, Loop"
SeaShells,"acoustic,bright,clean,percussive,rattle, Shaker, Loop"
SeaSide,"acoustic,bright,clean,percussive,rattle, Shaker, Loop"
ShakeItOff,"acoustic,bright,clean,dry,percussive,rattle, Shaker, Loop"
